"node_name","corridor_route","corridor_dir","node_lon","node_lat","node_lanes","node_shift","node_s_limit","node_seq_number","node_n_type","node_transition","node_label","node_attach_side","node_active","node_forks","node_pickable","node_station_id","node_above","corridor_name","node_name_seq"
"rnd_87253","I-94","WB",-93.14888,44.95177,4,8,NA,90,NA,NA,"Lexington Ave",NA,NA,NA,TRUE,"S548",NA,"I-94 WB","I-94 WB_0090"
"rnd_87255","I-94","WB",-93.15035,44.95179,1,8,NA,91,"Entrance","Leg","Lexington Ave",NA,NA,NA,NA,NA,NA,"I-94 WB","I-94 WB_0091"
"rnd_87257","I-94","WB",-93.15318,44.95186,1,8,NA,92,"Exit","Leg","Hamline Ave",NA,NA,NA,NA,NA,NA,"I-94 WB","I-94 WB_0092"
"rnd_87259","I-94","WB",-93.1564,44.95183,4,8,NA,93,NA,NA,"Hamline Ave",NA,NA,NA,TRUE,"S787",NA,"I-94 WB","I-94 WB_0093"
"rnd_87261","I-94","WB",-93.16205,44.95178,1,7,NA,94,"Exit","Leg","Snelling Ave",NA,NA,NA,NA,NA,NA,"I-94 WB","I-94 WB_0094"
"rnd_1341","I-94","WB",-93.16477,44.9518,3,7,NA,95,NA,NA,"E of Snelling Ave",NA,NA,NA,NA,"S1808",NA,"I-94 WB","I-94 WB_0095"
"rnd_87263","I-94","WB",-93.16994,44.95183,3,7,NA,96,NA,NA,"Snelling Ave",NA,NA,NA,TRUE,"S549",NA,"I-94 WB","I-94 WB_0096"
"rnd_87265","I-94","WB",-93.17088,44.95184,1,8,NA,97,"Entrance","Leg","Snelling Ave",NA,NA,NA,NA,NA,NA,"I-94 WB","I-94 WB_0097"
"rnd_87271","I-94","WB",-93.18916,44.9552,1,8,NA,100,"Exit","Leg","Vandalia St",NA,NA,NA,NA,NA,NA,"I-94 WB","I-94 WB_0100"
"rnd_87275","I-94","WB",-93.19611,44.95765,1,8,NA,103,"Entrance","Leg","Vandalia St",NA,NA,NA,NA,NA,NA,"I-94 WB","I-94 WB_0103"
"rnd_87279","I-94","WB",-93.20091,44.96,1,8,NA,105,"Exit","Leg","T.H.280 NB",NA,NA,"rnd_94155",NA,NA,NA,"I-94 WB","I-94 WB_0105"
"rnd_87283","I-94","WB",-93.20964,44.96035,1,4,NA,110,"Entrance","Leg","T.H.280 SB","left",NA,NA,NA,NA,NA,"I-94 WB","I-94 WB_0110"
"rnd_87287","I-94","WB",-93.22064,44.96723,1,8,NA,114,"Exit","Leg","Huron St",NA,NA,NA,NA,NA,NA,"I-94 WB","I-94 WB_0114"
"rnd_87291","I-94","WB",-93.22436,44.96703,1,8,NA,116,"Entrance","Leg","Huron St",NA,NA,NA,NA,NA,NA,"I-94 WB","I-94 WB_0116"
"rnd_87297","I-94","WB",-93.23013,44.96458,1,8,NA,118,"Exit","Leg","Riverside Ave",NA,NA,NA,NA,NA,NA,"I-94 WB","I-94 WB_0118"
"rnd_87301","I-94","WB",-93.23846,44.96436,1,8,NA,121,"Entrance","Leg","25th Ave",NA,NA,NA,NA,NA,NA,"I-94 WB","I-94 WB_0121"
"rnd_87303","I-94","WB",-93.24537,44.96512,1,8,NA,124,"Exit","Leg","Cedar Ave",NA,NA,NA,NA,NA,NA,"I-94 WB","I-94 WB_0124"
"rnd_87311","I-94","WB",-93.25863,44.96612,1,8,NA,131,"Entrance","Leg","Hiawatha Ave",NA,NA,NA,NA,NA,NA,"I-94 WB","I-94 WB_0131"
"rnd_88547","I-94","WB",-93.2597,44.96611,1,8,NA,132,"Entrance","Leg","I-35W CD SB",NA,NA,NA,NA,NA,NA,"I-94 WB","I-94 WB_0132"
"rnd_87315","I-94","WB",-93.26532,44.96605,1,7,NA,136,"Exit","Leg","11th St",NA,NA,NA,TRUE,NA,NA,"I-94 WB","I-94 WB_0136"
"rnd_87321","I-94","WB",-93.27431,44.96683,1,8,NA,142,"Entrance","Leg","T.H.65 NB",NA,NA,NA,NA,NA,NA,"I-94 WB","I-94 WB_0142"
"rnd_87327","I-94","WB",-93.28341,44.96486,2,7,NA,148,"Exit","Leg","Hennepin & Lyndale",NA,NA,NA,TRUE,NA,NA,"I-94 WB","I-94 WB_0148"
"rnd_87329","I-94","WB",-93.28671,44.96478,3,7,NA,152,NA,NA,"S of Lowry Hill Tunnel",NA,NA,NA,NA,"S89",NA,"I-94 WB","I-94 WB_0152"
"rnd_87333","I-94","WB",-93.28731,44.97059,3,7,NA,157,NA,NA,"N of Lowry Hill Tunnel",NA,NA,NA,NA,"S93",NA,"I-94 WB","I-94 WB_0157"
"rnd_87337","I-94","WB",-93.28729,44.97678,3,7,NA,159,NA,NA,"I-394",NA,NA,NA,TRUE,"S122",NA,"I-94 WB","I-94 WB_0159"
"rnd_90389","I-94","WB",-93.28729,44.97719,1,7,NA,160,"Exit","Leg","Olson Hwy",NA,NA,NA,NA,NA,NA,"I-94 WB","I-94 WB_0160"
"rnd_95804","I-94","WB",-93.28726,44.97914,1,8,NA,161,"Entrance",NA,"Lyndale Ave",NA,NA,NA,NA,NA,NA,"I-94 WB","I-94 WB_0161"
"rnd_87339","I-94","WB",-93.28723,44.97987,1,9,NA,162,"Entrance","Leg","I-394 EB",NA,NA,NA,NA,NA,NA,"I-94 WB","I-94 WB_0162"
"rnd_87341","I-94","WB",-93.28758,44.98409,5,9,60,164,NA,NA,"Olson Hwy",NA,NA,NA,TRUE,"S123",NA,"I-94 WB","I-94 WB_0164"
"rnd_87343","I-94","WB",-93.28821,44.98856,5,9,60,166,NA,NA,"7th St",NA,NA,NA,NA,"S124",NA,"I-94 WB","I-94 WB_0166"
"rnd_87345","I-94","WB",-93.28435,44.99285,5,9,60,168,NA,NA,"Plymouth Ave",NA,NA,NA,NA,"S259",NA,"I-94 WB","I-94 WB_0168"
"rnd_87349","I-94","WB",-93.28266,44.99888,4,8,60,171,NA,NA,"Broadway Ave",NA,NA,NA,TRUE,"S125",NA,"I-94 WB","I-94 WB_0171"
"rnd_87359","I-94","WB",-93.28275,45.01835,5,9,60,176,NA,NA,"35th Ave",NA,NA,NA,NA,"S254",NA,"I-94 WB","I-94 WB_0176"
"rnd_87363","I-94","WB",-93.28437,45.02415,4,8,60,179,NA,NA,"Dowling Ave",NA,NA,NA,NA,"S252",NA,"I-94 WB","I-94 WB_0179"
"rnd_87367","I-94","WB",-93.28692,45.02967,4,8,60,181,NA,NA,"41st Ave",NA,NA,NA,NA,"S251",NA,"I-94 WB","I-94 WB_0181"
"rnd_87369","I-94","WB",-93.28659,45.0344,4,8,60,183,NA,NA,"42nd Ave",NA,NA,NA,NA,"S249",NA,"I-94 WB","I-94 WB_0183"
"rnd_87375","I-94","WB",-93.28448,45.04424,4,8,60,186,NA,NA,"49th Ave",NA,NA,NA,TRUE,"S126",NA,"I-94 WB","I-94 WB_0186"
"rnd_87383","I-94","WB",-93.28572,45.06443,4,8,60,192,NA,NA,"63rd Ave",NA,NA,NA,NA,"S241",NA,"I-94 WB","I-94 WB_0192"
"rnd_87389","I-94","WB",-93.29427,45.06975,2,6,60,201,NA,NA,"Dupont Ave",NA,NA,NA,NA,"S236",NA,"I-94 WB","I-94 WB_0201"
"rnd_87393","I-94","WB",-93.30108,45.06987,1,8,60,204,"Entrance","Leg","T.H.252 SB",NA,NA,NA,NA,NA,NA,"I-94 WB","I-94 WB_0204"
"rnd_89005","I-94","WB",-93.30672,45.07102,1,7,60,206,"Exit","Loop","Shingle Creek Pkwy",NA,NA,NA,NA,NA,NA,"I-94 WB","I-94 WB_0206"
"rnd_87397","I-94","WB",-93.31305,45.07275,1,8,60,207,"Entrance","Leg","Shingle Creek Pkwy",NA,NA,NA,NA,NA,NA,"I-94 WB","I-94 WB_0207"
"rnd_87401","I-94","WB",-93.32904,45.07594,1,7,60,210,"Exit","Leg","Brooklyn Blvd",NA,NA,NA,NA,NA,NA,"I-94 WB","I-94 WB_0210"
"rnd_87405","I-94","WB",-93.3365,45.07599,1,7,60,212,"Entrance","Leg","Brooklyn Blvd",NA,NA,NA,NA,NA,NA,"I-94 WB","I-94 WB_0212"
"rnd_87415","I-94","WB",-93.38796,45.07887,1,7,NA,220,"Exit","Leg","Boone Ave",NA,NA,NA,NA,NA,NA,"I-94 WB","I-94 WB_0220"
"rnd_87419","I-94","WB",-93.39255,45.08012,1,8,NA,222,"Entrance","Loop","Boone Ave",NA,NA,NA,NA,NA,NA,"I-94 WB","I-94 WB_0222"
"rnd_87427","I-94","WB",-93.40626,45.08454,1,8,NA,227,"Entrance","Leg","U.S.169 SB",NA,NA,NA,NA,NA,NA,"I-94 WB","I-94 WB_0227"
"rnd_89011","I-94","WB",-93.42411,45.08868,1,7,NA,229,"Exit","Leg","Hemlock Ln",NA,NA,NA,NA,NA,NA,"I-94 WB","I-94 WB_0229"
"rnd_89015","I-94","WB",-93.43135,45.08973,1,8,NA,231,"Entrance","Loop","Hemlock Ln",NA,NA,NA,NA,NA,NA,"I-94 WB","I-94 WB_0231"
"rnd_87437","I-94","WB",-93.45711,45.10231,1,8,NA,237,"Exit","Leg","Weaver Lake Rd",NA,NA,NA,NA,NA,NA,"I-94 WB","I-94 WB_0237"
"rnd_87441","I-94","WB",-93.46324,45.10681,1,8,NA,240,"Entrance","Leg","Weaver Lake Rd",NA,NA,NA,NA,NA,NA,"I-94 WB","I-94 WB_0240"
"rnd_89311","I-94","WB",-93.48261,45.12282,1,8,NA,246,"Exit","Leg","95th Ave",NA,NA,NA,NA,NA,NA,"I-94 WB","I-94 WB_0246"
"rnd_89315","I-94","WB",-93.48685,45.12949,1,8,NA,249,"Entrance","Loop","95th Ave",NA,NA,NA,NA,NA,NA,"I-94 WB","I-94 WB_0249"
"rnd_1847","I-94","WB",-93.49537,45.13945,1,8,70,251,"Entrance","Leg","T.H.610 WB",NA,NA,NA,NA,NA,"t","I-94 WB","I-94 WB_0251"
"rnd_85751","T.H.10","EB",-93.34309,45.19948,1,5,NA,51,"Exit","Leg","Main St",NA,NA,NA,NA,NA,NA,"T.H.10 EB","T.H.10 EB_0051"
"rnd_85757","T.H.10","EB",-93.33628,45.19351,1,5,NA,53,"Entrance","Leg","Main St",NA,NA,NA,NA,NA,NA,"T.H.10 EB","T.H.10 EB_0053"
"rnd_85763","T.H.10","EB",-93.31865,45.18317,1,5,NA,57,"Exit","Leg","Hanson Blvd",NA,NA,NA,NA,NA,NA,"T.H.10 EB","T.H.10 EB_0057"
"rnd_85767","T.H.10","EB",-93.31255,45.18049,1,6,NA,59,"Entrance","Leg","Hanson Blvd",NA,NA,NA,NA,NA,NA,"T.H.10 EB","T.H.10 EB_0059"
"rnd_95379","T.H.10","EB",-93.29909,45.1728,3,6,65,62,NA,NA,"Coon Creek",NA,NA,NA,NA,NA,NA,"T.H.10 EB","T.H.10 EB_0062"
"rnd_95373","T.H.10","EB",-93.29891,45.17267,3,6,65,64,NA,NA,"Coon Creek",NA,NA,NA,NA,NA,NA,"T.H.10 EB","T.H.10 EB_0064"
"rnd_85781","T.H.10","EB",-93.27402,45.15142,2,5,65,69,NA,NA,"Foley Blvd",NA,NA,NA,TRUE,"S953",NA,"T.H.10 EB","T.H.10 EB_0069"
"rnd_85783","T.H.10","EB",-93.27127,45.14815,1,5,NA,71,"Entrance","Leg","Foley Blvd",NA,NA,NA,NA,NA,NA,"T.H.10 EB","T.H.10 EB_0071"
"rnd_85793","T.H.10","EB",-93.25825,45.14127,1,7,NA,77,"Entrance","Leg","University Ave",NA,NA,NA,NA,NA,NA,"T.H.10 EB","T.H.10 EB_0077"
"rnd_85799","T.H.10","EB",-93.24237,45.13629,1,6,NA,79,"Exit","Leg","T.H.65",NA,NA,NA,TRUE,NA,NA,"T.H.10 EB","T.H.10 EB_0079"
"rnd_85803","T.H.10","EB",-93.23568,45.13391,1,7,NA,81,"Entrance","Loop","T.H.65 SB",NA,NA,NA,NA,NA,NA,"T.H.10 EB","T.H.10 EB_0081"
"rnd_85809","T.H.10","EB",-93.22891,45.13217,1,7,NA,83,"Entrance","Leg","T.H.65 NB",NA,NA,NA,NA,NA,NA,"T.H.10 EB","T.H.10 EB_0083"
"rnd_85815","T.H.10","EB",-93.22201,45.12973,1,6,NA,85,"Exit","Leg","Airport Rd",NA,NA,NA,TRUE,NA,NA,"T.H.10 EB","T.H.10 EB_0085"
"rnd_85819","T.H.10","EB",-93.21362,45.12501,1,6,NA,87,"Entrance","Leg","Airport Rd",NA,NA,NA,TRUE,NA,NA,"T.H.10 EB","T.H.10 EB_0087"
"rnd_1518","T.H.10","EB",-93.18292,45.08473,2,5,NA,99,NA,NA,"N of Co Rd 96",NA,NA,NA,NA,"S1823",NA,"T.H.10 EB","T.H.10 EB_0099"
"rnd_1516","T.H.10","EB",-93.17827,45.08066,1,5,NA,100,"Exit",NA,"Co Rd 96",NA,NA,NA,TRUE,NA,NA,"T.H.10 EB","T.H.10 EB_0100"
"rnd_1315","T.H.10","EB",-93.17681,45.07942,2,5,NA,101,NA,NA,"Co Rd 96",NA,NA,NA,TRUE,"S1824",NA,"T.H.10 EB","T.H.10 EB_0101"
"rnd_1531","T.H.10","EB",-93.16978,45.07333,2,5,NA,103,NA,NA,"S of Co Rd 96",NA,NA,NA,TRUE,"S1825",NA,"T.H.10 EB","T.H.10 EB_0103"
"rnd_1774","T.H.10","EB",-93.16049,45.0627,2,4,NA,109,"Exit",NA,"T.H.51",NA,NA,NA,TRUE,NA,NA,"T.H.10 EB","T.H.10 EB_0109"
"rnd_1781","T.H.10","WB",-93.1577,45.06319,1,8,NA,5,"Entrance","Loop","T.H.51",NA,NA,NA,NA,NA,NA,"T.H.10 WB","T.H.10 WB_0005"
"rnd_1782","T.H.10","WB",-93.16064,45.06441,3,7,NA,6,NA,NA,"W of T.H.51",NA,NA,NA,NA,"S1949",NA,"T.H.10 WB","T.H.10 WB_0006"
"rnd_1785","T.H.10","WB",-93.16964,45.07344,2,6,NA,10,NA,NA,"S of Co Rd 96",NA,NA,NA,NA,"S1820",NA,"T.H.10 WB","T.H.10 WB_0010"
"rnd_1406","T.H.10","WB",-93.17622,45.0792,2,6,NA,12,NA,NA,"Co Rd 96",NA,NA,NA,TRUE,NA,NA,"T.H.10 WB","T.H.10 WB_0012"
"rnd_1497","T.H.10","WB",-93.17702,45.07987,1,6,NA,13,"Entrance",NA,"Co Rd 96",NA,NA,NA,NA,NA,NA,"T.H.10 WB","T.H.10 WB_0013"
"rnd_1517","T.H.10","WB",-93.18275,45.0849,2,6,NA,15,NA,NA,"N of Co Rd 96",NA,NA,NA,TRUE,"S1822",NA,"T.H.10 WB","T.H.10 WB_0015"
"rnd_86527","T.H.10","WB",-93.21316,45.12507,1,6,NA,25,"Exit","Leg","Airport Rd",NA,NA,NA,TRUE,NA,NA,"T.H.10 WB","T.H.10 WB_0025"
"rnd_86531","T.H.10","WB",-93.21903,45.12844,1,6,NA,27,"Entrance","Loop","Airport Rd",NA,NA,NA,NA,NA,NA,"T.H.10 WB","T.H.10 WB_0027"
"rnd_86537","T.H.10","WB",-93.23062,45.13283,1,6,NA,29,"Exit","Leg","T.H.65",NA,NA,NA,TRUE,NA,NA,"T.H.10 WB","T.H.10 WB_0029"
"rnd_86545","T.H.10","WB",-93.24169,45.13617,1,6,NA,32,"Entrance","Leg","T.H.65 NB",NA,NA,NA,NA,NA,NA,"T.H.10 WB","T.H.10 WB_0032"
"rnd_86547","T.H.10","WB",-93.24171,45.13618,1,7,NA,33,"Entrance","Leg","T.H.65 SB",NA,NA,NA,NA,NA,NA,"T.H.10 WB","T.H.10 WB_0033"
"rnd_86551","T.H.10","WB",-93.26164,45.14221,2,5,65,36,NA,NA,"University Ave",NA,NA,NA,NA,"S977",NA,"T.H.10 WB","T.H.10 WB_0036"
"rnd_86555","T.H.10","WB",-93.26835,45.14498,2,5,65,39,NA,NA,"T.H.47",NA,NA,NA,TRUE,"S978",NA,"T.H.10 WB","T.H.10 WB_0039"
"rnd_86553","T.H.10","WB",-93.26848,45.14514,1,5,NA,40,"Exit","Leg","Foley Blvd",NA,NA,NA,NA,NA,NA,"T.H.10 WB","T.H.10 WB_0040"
"rnd_86561","T.H.10","WB",-93.27832,45.15607,1,6,NA,45,"Entrance","Leg","Foley Blvd",NA,NA,NA,NA,NA,NA,"T.H.10 WB","T.H.10 WB_0045"
"rnd_86573","T.H.10","WB",-93.31214,45.18056,1,5,NA,54,"Exit","Leg","Hanson Blvd",NA,NA,NA,NA,NA,NA,"T.H.10 WB","T.H.10 WB_0054"
"rnd_86575","T.H.10","WB",-93.31732,45.18285,2,5,65,55,NA,NA,"Hanson Blvd",NA,NA,NA,TRUE,"S984",NA,"T.H.10 WB","T.H.10 WB_0055"
"rnd_86577","T.H.10","WB",-93.3186,45.1834,1,5,NA,56,"Entrance","Leg","Hanson Blvd",NA,NA,NA,NA,NA,NA,"T.H.10 WB","T.H.10 WB_0056"
"rnd_86583","T.H.10","WB",-93.33655,45.19402,1,5,NA,60,"Exit","Leg","Main St",NA,NA,NA,NA,NA,NA,"T.H.10 WB","T.H.10 WB_0060"
"rnd_86587","T.H.10","WB",-93.3429,45.19967,1,5,NA,62,"Entrance","Leg","Main St",NA,NA,NA,NA,NA,NA,"T.H.10 WB","T.H.10 WB_0062"
"rnd_90715","T.H.100 CD","NB",-93.3496,44.93519,1,6,NA,3,"Exit","Leg","36th St",NA,NA,NA,NA,NA,NA,"T.H.100 CD NB","T.H.100 CD NB_0003"
"rnd_90717","T.H.100 CD","NB",-93.34953,44.93623,1,6,NA,4,"Entrance",NA,"Excelsior Blvd",NA,NA,NA,NA,NA,NA,"T.H.100 CD NB","T.H.100 CD NB_0004"
"rnd_95335","T.H.100 CD","NB",-93.34047,44.96889,1,6,NA,8,"Entrance","Leg","Cedar Lake Rd",NA,NA,NA,NA,NA,NA,"T.H.100 CD NB","T.H.100 CD NB_0008"
"rnd_85415","T.H.100 CD","SB",-93.34171,44.97412,1,5,NA,2,"Exit","Leg","I-394 WB",NA,NA,NA,NA,NA,NA,"T.H.100 CD SB","T.H.100 CD SB_0002"
"rnd_88589","T.H.100 CD","SB",-93.34132,44.97301,1,5,NA,4,NA,NA,"I-394",NA,NA,NA,NA,NA,NA,"T.H.100 CD SB","T.H.100 CD SB_0004"
"rnd_85421","T.H.100 CD","SB",-93.34111,44.97116,1,6,NA,5,"Entrance","Loop","I-394 WB",NA,NA,NA,NA,NA,NA,"T.H.100 CD SB","T.H.100 CD SB_0005"
"rnd_85423","T.H.100 CD","SB",-93.34125,44.97016,1,6,NA,6,"Exit","Loop","I-394 EB",NA,NA,NA,NA,NA,NA,"T.H.100 CD SB","T.H.100 CD SB_0006"
"rnd_88989","T.H.100 CD","SB",-93.3419,44.96923,1,6,NA,7,"Exit","CD","Parkdale Dr",NA,NA,NA,NA,NA,NA,"T.H.100 CD SB","T.H.100 CD SB_0007"
"rnd_85401","T.H.100 CD","SB",-93.34221,44.96876,2,6,NA,8,NA,NA,"Frontage Rd",NA,NA,NA,NA,NA,NA,"T.H.100 CD SB","T.H.100 CD SB_0008"
"rnd_86905","T.H.100 CD","SB",-93.34335,44.96615,1,6,NA,10,"Entrance","Leg","I-394 EB",NA,NA,NA,NA,NA,NA,"T.H.100 CD SB","T.H.100 CD SB_0010"
"rnd_86909","T.H.100 CD","SB",-93.34433,44.96288,1,5,NA,11,"Exit","CD","T.H.100 SB","left",NA,"rnd_86907",NA,NA,NA,"T.H.100 CD SB","T.H.100 CD SB_0011"
"rnd_86911","T.H.100 CD","SB",-93.34541,44.96081,1,6,NA,13,"Entrance","Leg","Parkdale Dr",NA,NA,NA,NA,NA,NA,"T.H.100 CD SB","T.H.100 CD SB_0013"
"rnd_86917","T.H.100 CD","SB",-93.34568,44.96015,1,6,NA,14,"Exit","Leg","24th St",NA,NA,NA,NA,NA,NA,"T.H.100 CD SB","T.H.100 CD SB_0014"
"rnd_90749","T.H.100 CD","SB",-93.35029,44.936,1,6,NA,20,"Exit","Leg","36th St",NA,NA,NA,NA,NA,NA,"T.H.100 CD SB","T.H.100 CD SB_0020"
"rnd_90751","T.H.100 CD","SB",-93.35032,44.93464,1,6,NA,21,"Entrance","Leg","36th St",NA,NA,NA,NA,NA,NA,"T.H.100 CD SB","T.H.100 CD SB_0021"
"rnd_90753","T.H.100 CD","SB",-93.35036,44.93121,1,6,NA,22,"Exit","Leg","Excelsior Blvd",NA,NA,NA,NA,NA,NA,"T.H.100 CD SB","T.H.100 CD SB_0022"
"rnd_85347","T.H.100","NB",-93.34992,44.86456,1,6,NA,7,"Exit","Loop","77th St",NA,NA,NA,TRUE,NA,NA,"T.H.100 NB","T.H.100 NB_0007"
"rnd_85351","T.H.100","NB",-93.35004,44.86736,1,6,NA,9,"Entrance","Leg","77th St",NA,NA,NA,NA,NA,NA,"T.H.100 NB","T.H.100 NB_0009"
"rnd_85353","T.H.100","NB",-93.35029,44.87383,1,6,NA,10,"Exit","Leg","70th St",NA,NA,NA,NA,NA,NA,"T.H.100 NB","T.H.100 NB_0010"
"rnd_85357","T.H.100","NB",-93.35026,44.87928,1,6,NA,12,"Entrance","Leg","70th St",NA,NA,NA,NA,NA,NA,"T.H.100 NB","T.H.100 NB_0012"
"rnd_85365","T.H.100","NB",-93.34994,44.88884,1,7,NA,16,"Entrance","Loop","T.H.62 EB",NA,NA,NA,NA,NA,"t","T.H.100 NB","T.H.100 NB_0016"
"rnd_85369","T.H.100","NB",-93.34993,44.89308,1,6,NA,18,"Entrance","Leg","T.H.62 WB",NA,NA,NA,NA,NA,"t","T.H.100 NB","T.H.100 NB_0018"
"rnd_85373","T.H.100","NB",-93.34983,44.89841,1,6,NA,20,"Entrance","Leg","Benton Ave",NA,NA,NA,NA,NA,NA,"T.H.100 NB","T.H.100 NB_0020"
"rnd_85377","T.H.100","NB",-93.35056,44.90964,1,6,NA,23,"Exit","Leg","Eden Ave",NA,NA,NA,NA,NA,NA,"T.H.100 NB","T.H.100 NB_0023"
"rnd_85381","T.H.100","NB",-93.35069,44.91166,1,6,NA,25,"Entrance","Loop","50th St EB",NA,NA,NA,NA,NA,NA,"T.H.100 NB","T.H.100 NB_0025"
"rnd_85383","T.H.100","NB",-93.35041,44.91432,1,6,NA,26,"Entrance","Leg","50th St WB",NA,NA,NA,NA,NA,NA,"T.H.100 NB","T.H.100 NB_0026"
"rnd_85387","T.H.100","NB",-93.34981,44.9285,1,6,NA,30,"Exit","Leg","Excelsior Blvd",NA,NA,NA,NA,NA,NA,"T.H.100 NB","T.H.100 NB_0030"
"rnd_85393","T.H.100","NB",-93.34779,44.94677,1,7,NA,40,"Exit","Leg","Minnetonka Blvd",NA,NA,NA,TRUE,NA,NA,"T.H.100 NB","T.H.100 NB_0040"
"rnd_90801","T.H.100","NB",-93.34774,44.95073,1,7,NA,42,"Entrance","Leg","Minnetonka Blvd",NA,NA,NA,NA,NA,NA,"T.H.100 NB","T.H.100 NB_0042"
"rnd_85397","T.H.100","NB",-93.34175,44.96819,1,6,NA,49,"Exit","Leg","T.H.100 CD NB",NA,NA,"rnd_95333",NA,NA,NA,"T.H.100 NB","T.H.100 NB_0049"
"rnd_95329","T.H.100","NB",-93.34137,44.96883,1,6,NA,50,"Entrance","Leg","Cedar Lake Rd",NA,NA,NA,NA,NA,NA,"T.H.100 NB","T.H.100 NB_0050"
"rnd_85403","T.H.100","NB",-93.34087,44.97014,1,7,NA,51,"Entrance","Loop","I-394 EB",NA,NA,NA,NA,NA,NA,"T.H.100 NB","T.H.100 NB_0051"
"rnd_85405","T.H.100","NB",-93.34074,44.97107,1,7,NA,52,"Exit","Loop","I-394 WB",NA,NA,NA,NA,NA,NA,"T.H.100 NB","T.H.100 NB_0052"
"rnd_88495","T.H.100","NB",-93.34129,44.97401,1,6,NA,54,"Entrance","HOV","I-394 Rev WB",NA,NA,NA,NA,NA,NA,"T.H.100 NB","T.H.100 NB_0054"
"rnd_88493","T.H.100","NB",-93.34129,44.97401,1,6,NA,55,"Entrance","Leg","I-394 WB",NA,NA,NA,NA,NA,NA,"T.H.100 NB","T.H.100 NB_0055"
"rnd_88643","T.H.100","NB",-93.34341,44.97678,1,6,NA,57,"Exit","Loop","Glenwood Ave",NA,NA,NA,NA,NA,NA,"T.H.100 NB","T.H.100 NB_0057"
"rnd_85411","T.H.100","NB",-93.34653,44.97892,1,6,NA,59,"Entrance","Leg","Glenwood Ave",NA,NA,NA,NA,NA,NA,"T.H.100 NB","T.H.100 NB_0059"
"rnd_88645","T.H.100","NB",-93.34915,44.98249,1,6,NA,61,"Exit","Leg","T.H.55",NA,NA,NA,NA,NA,NA,"T.H.100 NB","T.H.100 NB_0061"
"rnd_88649","T.H.100","NB",-93.34931,44.98817,1,6,NA,63,"Entrance","Leg","T.H.55",NA,NA,NA,NA,NA,NA,"T.H.100 NB","T.H.100 NB_0063"
"rnd_88655","T.H.100","NB",-93.34923,44.99652,1,6,NA,65,"Exit","Leg","Duluth St",NA,NA,NA,NA,NA,NA,"T.H.100 NB","T.H.100 NB_0065"
"rnd_88657","T.H.100","NB",-93.34907,45.00264,1,6,NA,67,"Entrance","Leg","Duluth St",NA,NA,NA,NA,NA,NA,"T.H.100 NB","T.H.100 NB_0067"
"rnd_88663","T.H.100","NB",-93.34895,45.01864,1,6,NA,71,"Exit","Leg","36th Ave",NA,NA,NA,NA,NA,NA,"T.H.100 NB","T.H.100 NB_0071"
"rnd_88665","T.H.100","NB",-93.34786,45.02279,3,6,60,73,NA,NA,"36th Ave",NA,NA,NA,TRUE,"S931",NA,"T.H.100 NB","T.H.100 NB_0073"
"rnd_89927","T.H.100","NB",-93.34738,45.0244,1,7,NA,74,"Entrance","Leg","36th Ave",NA,NA,NA,NA,NA,NA,"T.H.100 NB","T.H.100 NB_0074"
"rnd_89931","T.H.100","NB",-93.34708,45.02932,1,6,NA,76,"Exit","Leg","42nd Ave",NA,NA,NA,NA,NA,NA,"T.H.100 NB","T.H.100 NB_0076"
"rnd_88671","T.H.100","NB",-93.34236,45.03675,1,5,NA,80,"Exit","Loop","Co Rd 81",NA,NA,NA,NA,NA,NA,"T.H.100 NB","T.H.100 NB_0080"
"rnd_88675","T.H.100","NB",-93.33965,45.03858,1,6,NA,82,"Entrance","Leg","Co Rd 81",NA,NA,NA,NA,NA,NA,"T.H.100 NB","T.H.100 NB_0082"
"rnd_88679","T.H.100","NB",-93.33063,45.04201,1,5,NA,84,"Exit","Leg","France Ave",NA,NA,NA,TRUE,NA,NA,"T.H.100 NB","T.H.100 NB_0084"
"rnd_88683","T.H.100","NB",-93.32995,45.04246,1,5,NA,85,"Entrance","Leg","France Ave",NA,NA,NA,NA,NA,NA,"T.H.100 NB","T.H.100 NB_0085"
"rnd_90775","T.H.100","NB",-93.32177,45.05118,1,5,NA,87,"Exit","Loop","Brooklyn Blvd",NA,NA,NA,NA,NA,NA,"T.H.100 NB","T.H.100 NB_0087"
"rnd_90777","T.H.100","NB",-93.32061,45.05213,2,5,60,88,NA,NA,"Brooklyn Blvd",NA,NA,NA,TRUE,"S1613",NA,"T.H.100 NB","T.H.100 NB_0088"
"rnd_90779","T.H.100","NB",-93.31891,45.05308,1,5,NA,89,"Entrance","Leg","Brooklyn Blvd",NA,NA,NA,NA,NA,NA,"T.H.100 NB","T.H.100 NB_0089"
"rnd_90781","T.H.100","NB",-93.31157,45.05708,1,5,NA,90,"Exit","Leg","57th Ave",NA,NA,NA,NA,NA,NA,"T.H.100 NB","T.H.100 NB_0090"
"rnd_90785","T.H.100","NB",-93.30902,45.05858,2,5,60,91,NA,NA,"57th Ave",NA,NA,NA,TRUE,"S1614",NA,"T.H.100 NB","T.H.100 NB_0091"
"rnd_90783","T.H.100","NB",-93.30456,45.06126,1,6,NA,92,"Entrance","Leg","57th Ave",NA,NA,NA,NA,NA,NA,"T.H.100 NB","T.H.100 NB_0092"
